,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,param_bootstrap,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
52,562.9461557865143,72.71316756936614,10.84784288406372,1.5348424925081838,500,4,4,sqrt,60,False,"{'n_estimators': 500, 'min_samples_split': 4, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 60, 'bootstrap': False}",0.6733678297186426,0.6742033115844954,0.6868247875200494,0.6809030041154611,0.6932559348832431,0.6817109735643783,0.0075639021317373024,74
18,1126.6999577999115,54.56987742372373,20.073802042007447,2.008712657879168,1000,4,4,auto,60,False,"{'n_estimators': 1000, 'min_samples_split': 4, 'min_samples_leaf': 4, 'max_features': 'auto', 'max_depth': 60, 'bootstrap': False}",0.6700579062096348,0.6739489751828084,0.6868017215299698,0.6835154030126775,0.6940195669918319,0.6816687145853845,0.008679940336068805,75
9,527.6303154945374,13.438406784583513,14.405251789093018,1.3872325382630126,750,3,4,sqrt,60,True,"{'n_estimators': 750, 'min_samples_split': 3, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 60, 'bootstrap': True}",0.6737999316198727,0.6738964172352169,0.6841937976973965,0.682575399702043,0.6931830153031229,0.6815297123115304,0.0072388809485847555,76
2,745.012732553482,45.92042528780263,19.35342879295349,0.8570745743692411,1000,4,4,sqrt,40,True,"{'n_estimators': 1000, 'min_samples_split': 4, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 40, 'bootstrap': True}",0.672202724816792,0.6734975864326521,0.6841669587255198,0.6829944347091493,0.6942546905412889,0.6814232790450805,0.008030898492175453,77
81,349.64320368766784,20.134563091564083,9.263622426986695,1.1918992948172453,500,4,4,sqrt,60,True,"{'n_estimators': 500, 'min_samples_split': 4, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 60, 'bootstrap': True}",0.6700944593260962,0.6704366796025734,0.683786018847785,0.6827999178049351,0.6912686922422699,0.6796771535647318,0.008224507124971593,78
19,154.48178701400758,12.583833394519363,3.8144887924194335,0.4739613731626151,200,4,4,auto,60,True,"{'n_estimators': 200, 'min_samples_split': 4, 'min_samples_leaf': 4, 'max_features': 'auto', 'max_depth': 60, 'bootstrap': True}",0.6679290239393232,0.6680651563296425,0.6816918655425731,0.6789411677407202,0.691789335190333,0.6776833097485184,0.008992059240065303,79
35,1265.0556165218354,38.56737930727188,33.87670345306397,1.1440736003042093,1500,4,2,sqrt,100,True,"{'n_estimators': 1500, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 100, 'bootstrap': True}",0.6693114840371216,0.6653349399048272,0.67846150245729,0.678941082120861,0.6907640716238663,0.6765626160287933,0.00882704750121579,80
61,1185.2447415351867,73.70405580124448,23.60227451324463,1.8749824774621076,1000,2,2,sqrt,80,False,"{'n_estimators': 1000, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 80, 'bootstrap': False}",0.6695210936710712,0.6666584549630102,0.6796332558949273,0.6768039990182255,0.6900619488221562,0.676535750473878,0.008238821706313487,81
97,1377.6639281272887,83.82730084891291,21.582217168807983,1.0209641020154294,1500,4,2,auto,100,False,"{'n_estimators': 1500, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 100, 'bootstrap': False}",0.6683014787345225,0.6679201653452026,0.6800018893448939,0.6768649375260427,0.6888673805460264,0.6763911702993377,0.007824558825613684,82
15,142.0296019077301,6.618652192438951,3.938347578048706,0.583027814617156,200,4,4,sqrt,80,True,"{'n_estimators': 200, 'min_samples_split': 4, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 80, 'bootstrap': True}",0.6654460148027564,0.6700688310480025,0.6785436746901987,0.6777280884510226,0.6895916845992707,0.6762756587182502,0.008250768338842208,83
39,583.9321478843689,35.85441576872037,16.476295518875123,0.7683995468700185,750,3,2,auto,80,True,"{'n_estimators': 750, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 80, 'bootstrap': True}",0.670679360560192,0.6652278319675383,0.6777045429897313,0.6781872563401505,0.6890229632462483,0.6761643910207722,0.008018738241693437,84
92,1040.098105764389,88.8105696772052,31.53314471244812,0.7220174215397337,1500,2,2,auto,80,True,"{'n_estimators': 1500, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 80, 'bootstrap': True}",0.6696657650155169,0.6668733272411471,0.6785089244433281,0.6767564229164408,0.6883954724218434,0.6760399824076553,0.007535586368329326,85
45,955.0708781242371,80.08712373259696,27.001860094070434,0.970989145669034,1250,3,2,auto,40,True,"{'n_estimators': 1250, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 40, 'bootstrap': True}",0.6686081676009478,0.6658503708109323,0.6786324225282975,0.6785967590029283,0.6883393057941813,0.6760054051474574,0.008044691243077657,86
50,1755.1614690780639,96.74983506792846,34.43488068580628,5.708971537591665,1500,3,2,auto,,False,"{'n_estimators': 1500, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': None, 'bootstrap': False}",0.6670945409484517,0.6665272941161697,0.679872009726416,0.6770218730200407,0.6886294714971488,0.6758290378616454,0.00829980061814071,87
34,1547.0185485363006,74.84065601167308,30.566058254241945,3.920457431742865,1250,3,2,auto,60,False,"{'n_estimators': 1250, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 60, 'bootstrap': False}",0.6682056323991663,0.6667769158279446,0.6787125855485093,0.6761602860844897,0.6890939478175497,0.6757898735355319,0.00805520904411516,88
89,1196.2348128795625,87.36851781668177,24.104788303375244,0.9240857500107318,1000,2,2,auto,40,False,"{'n_estimators': 1000, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 40, 'bootstrap': False}",0.6671809065332702,0.6673925709957528,0.6796598151752639,0.6753633250186937,0.6893169989668537,0.6757827233379669,0.008279737453939551,89
80,1444.4162340641021,96.66733024395953,28.775659799575806,1.8329799296502791,1250,2,2,auto,60,False,"{'n_estimators': 1250, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 60, 'bootstrap': False}",0.6681220693721528,0.6655858744237204,0.6798767873145617,0.6768090277579584,0.6881361869481086,0.6757059891633004,0.008161551691561422,90
25,906.1924641609191,33.75745957699456,20.61841788291931,2.923074422360712,750,2,2,auto,40,False,"{'n_estimators': 750, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 40, 'bootstrap': False}",0.6674888340046724,0.6657730179323744,0.679310172210077,0.6768701945854001,0.6886841483392601,0.6756252734143569,0.008353814775428,91
84,1428.331627178192,80.24456502170953,28.53529534339905,4.36461473669236,1250,2,2,sqrt,60,False,"{'n_estimators': 1250, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 60, 'bootstrap': False}",0.6669960861224301,0.6666341337841779,0.6801139143687248,0.6764110951921596,0.687730862534462,0.6755772184003908,0.008032466871082573,92
38,820.584151315689,42.83023277539049,21.616234493255615,3.718693660052482,1000,4,2,sqrt,60,True,"{'n_estimators': 1000, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 60, 'bootstrap': True}",0.6705512990797221,0.6658865871638286,0.6760453328614727,0.6759369381196738,0.6873345396220167,0.6751509393693428,0.007167185799921188,93
11,613.3695036888123,48.680772581400376,11.67960557937622,1.4212181059623472,500,4,2,auto,60,False,"{'n_estimators': 500, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 60, 'bootstrap': False}",0.6675978084112123,0.6645710916447818,0.6766982984479973,0.6764175965934711,0.6883711449658377,0.6747311880126601,0.008329160651514775,94
95,363.16818289756776,49.674171235592745,9.958295583724976,1.1208834243822021,500,2,2,auto,100,True,"{'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 100, 'bootstrap': True}",0.6665933111906532,0.6629391239923492,0.6762867523245792,0.677425627736268,0.6887459259216978,0.6743981482331095,0.009064390767913117,95
29,602.2964911460876,24.689519448900278,12.217905521392822,0.8481856923985672,500,4,2,sqrt,,False,"{'n_estimators': 500, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': None, 'bootstrap': False}",0.6641329964936634,0.6663909277037119,0.6779849765686985,0.6739134611542699,0.685753043785996,0.6736350811412681,0.007856353810736143,96
4,388.18275675773623,24.209499774125938,10.033350324630737,0.8917351805147152,500,2,2,auto,60,True,"{'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 60, 'bootstrap': True}",0.6651701027014716,0.6650104653558764,0.6763436153270963,0.6731655374358564,0.6882187587403606,0.6735816959121322,0.008558807026212988,97
8,240.09558730125428,17.82461102475577,4.798730325698853,0.3188312340091459,200,2,2,sqrt,100,False,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 100, 'bootstrap': False}",0.6589954913637268,0.6642646253847808,0.6746122048255352,0.6667455320703453,0.6815672943553681,0.6692370295999511,0.00795926386932273,98
44,174.14348030090332,7.467575357526315,4.535562419891358,0.1819458492656031,200,4,2,auto,80,True,"{'n_estimators': 200, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_features': 'auto', 'max_depth': 80, 'bootstrap': True}",0.6603489612556372,0.6593423920829741,0.6705883739647132,0.6714723019755355,0.6841986723213827,0.6691901403200486,0.00902844332730405,99
49,220.83555364608765,25.40996976441421,4.3969488620758055,0.7368261346751958,200,4,2,sqrt,60,False,"{'n_estimators': 200, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 60, 'bootstrap': False}",0.660619239702027,0.6578986980948884,0.6733003944221515,0.6697708184687745,0.680604818685678,0.6684387938747038,0.008314573417927136,100
